"Virtual Machine","Status","Source","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"JAMBI-CAMS.45.TEMP","OK","10.10.40.8","vSphere_Replication_OVF10-new","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 18, 2026","4 seconds","148.23 MB","6 hours, 45 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"JAMBI-CMS.39","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","17 seconds","158.05 MB","2715 hours, 47 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"JAMBI-COB.38","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","3 seconds","143.2 MB","2713 hours, 24 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"JAMBI-DB.19","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 27, 2026","4 seconds","11.03 MB","2672 hours, 55 minutes and 38 seconds","5 minutes","","Disabled"
"JAMBI-EDC.40","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Mar 16, 2026","1 second","14.3 MB","2270 hours, 35 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"JAMBI-FTP.41","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Apr 7, 2026","1 second","5.52 MB","1732 hours, 26 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"JAMBI-IGATE.35.TEMP","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 27, 2026","3 seconds","248.74 MB","2667 hours, 4 minutes and 27 seconds","8 hours","","Disabled"
"JAMBI-LAKUPANDAI.67","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 18, 2026","1 second","17.53 MB","3 hours, 36 minutes and 23 seconds","8 hours","0 seconds","Disabled"
"JAMBI-LKD-CMS-DB.21","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 18, 2026","2 seconds","6.76 MB","49 seconds","5 minutes","0 seconds","Disabled"
"JAMBI-MIDSERVICES.47","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","3 seconds","57.8 MB","2713 hours, 55 minutes and 50 seconds","8 hours","0 seconds","Disabled"
"JAMBI-OOB-VCALL.82","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 18, 2026","5 seconds","71.8 MB","3 hours, 39 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"JAMBI-RECON.51","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","6 seconds","143.94 MB","2714 hours, 34 minutes and 18 seconds","8 hours","0 seconds","Disabled"
"JAMBI-SBS-APP-DB.50","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","3 seconds","3.6 MB","2710 hours, 30 minutes and 42 seconds","5 minutes","0 seconds","Disabled"
"JAMBI-SNAP-DB.20","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","1 second","320 KB","2710 hours, 30 minutes and 5 seconds","5 minutes","0 seconds","Disabled"
"JAMBI-SSL-2.4","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 18, 2026","2 seconds","10.42 MB","5 hours, 29 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"JAMBI-SSL-IBCOB-3","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 18, 2026","2 seconds","25.98 MB","2 hours, 5 minutes and 13 seconds","8 hours","0 seconds","Disabled"
"JAMBI-SSL-SYARIAH.5","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 18, 2026","1 second","28.3 MB","4 hours, 9 minutes and 26 seconds","8 hours","0 seconds","Disabled"
"JAMBI-WEB-TELLER.49","OK","10.10.40.8","vSphere_Replication_OVF10-new","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 18, 2026","3 seconds","25.82 MB","1 hour, 7 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"JAMBI-WSO.46","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","21 seconds","29.98 MB","2714 hours, 17 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"KMS-RHEL-6.5-APPS","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 18, 2026","2 seconds","99.23 MB","1 hour, 37 minutes and 30 seconds","8 hours","0 seconds","Disabled"
"KMS-RHEL-6.5-APPS-DB","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Disabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 18, 2026","2 seconds","4.23 MB","8 seconds","5 minutes","0 seconds","Disabled"
"KMS-RHEL-6.5-IGATE","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 18, 2026","2 seconds","41.05 MB","7 hours, 9 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"KMS-RHEL-6.5-IGATE-DB","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 18, 2026","3 seconds","100.91 MB","6 hours, 45 minutes and 42 seconds","8 hours","0 seconds","Disabled"
"KMS-RHEL-6.5-SSL-VA","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 18, 2026","2 seconds","15.34 MB","7 hours, 5 minutes and 42 seconds","8 hours","0 seconds","Disabled"
"KMS-WhiteLabel-XFERS-APPS","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 18, 2026","2 seconds","82.36 MB","1 hour, 37 minutes and 14 seconds","8 hours","0 seconds","Disabled"
"NTT-CNTRPLN-34","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","1 second","15.35 MB","6 hours, 27 minutes and 21 seconds","8 hours","0 seconds","Disabled"
"NTT-COB-45","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","2 seconds","21.05 MB","6 hours, 8 minutes and 39 seconds","8 hours","0 seconds","Disabled"
"NTT-COBADM-52","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","1 second","12.53 MB","3 hours, 34 minutes and 30 seconds","8 hours","0 seconds","Disabled"
"NTT-DBPGSQL-19","OK","10.10.40.8","vSphere_Replication_OVF10-new","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","datastore_sas_ssd_ntt_2_rmp","Datastore Default","Jun 18, 2026","4 seconds","67.39 MB","4 minutes and 51 seconds","5 minutes","0 seconds","Disabled"
"NTT-ELK-KIBANA-83","OK","10.10.40.8","vSphere_Replication_OVF10-new","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","17 seconds","841.22 MB","16 minutes and 58 seconds","1 hour","0 seconds","Disabled"
"NTT-HAZELCAST-21","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","17 seconds","899.23 MB","6 hours, 22 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"NTT-IB-APPS-37","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","31 seconds","2.23 GB","7 hours, 30 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"NTT-IBB-APPS-38","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","1 second","38.1 MB","6 hours, 53 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"NTT-LOS-44","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","9 seconds","608.85 MB","6 hours, 23 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"NTT-MGATE-35","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","14 seconds","873.49 MB","2 hours, 28 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"NTT-MONITORING-BIFAST-39","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","1 second","7.34 MB","6 hours, 57 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"NTT-SBSKIOSK-53","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","2 seconds","25.91 MB","2 hours, 26 minutes and 14 seconds","8 hours","0 seconds","Disabled"
"NTT-SSL-3","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","3 seconds","105.66 MB","7 hours, 1 minute and 59 seconds","8 hours","0 seconds","Disabled"
"NTT-SSL-WEBADM-50","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","1 second","14.1 MB","2 hours, 26 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"NTT-WEBADMIN-51","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 18, 2026","3 seconds","78.59 MB","2 hours, 10 minutes and 40 seconds","8 hours","0 seconds","Disabled"
"PAC-Cash-STS","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","1 minute and 56 seconds","520.34 MB","1 hour, 31 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"PAC-Cash-STS-2","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","49 seconds","234.85 MB","7 hours, 37 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Admin","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","22 seconds","71.84 MB","3 minutes and 3 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Apps","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","40 seconds","198.63 MB","1 hour, 32 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-DB","OK","10.10.40.8","vSphere_Replication_OVF10-new","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","11 seconds","19.16 MB","3 minutes and 17 seconds","5 minutes","0 seconds","Disabled"
"PAC-CashEmoney-Digibank","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","35 seconds","140.3 MB","1 hour, 12 minutes and 18 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-FTP","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","31 seconds","111.32 MB","3 hours, 26 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Igate","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","1 minute and 54 seconds","601.38 MB","1 hour, 48 minutes and 21 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Merchant","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","16 seconds","41.15 MB","6 hours, 3 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-SSL","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","33 seconds","150.99 MB","1 hour, 41 minutes and 23 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Token","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","11 seconds","26.23 MB","1 hour, 24 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"PAC-Payment-APPS-DC","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","1 minute and 2 seconds","305.78 MB","41 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"PAC-Payment-DB-DC","OK","10.10.40.8","vSphere_Replication_OVF10-new","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","5 seconds","2.11 MB","1 minute and 14 seconds","5 minutes","0 seconds","Disabled"
"PAC-Payment-SSL-DC","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 18, 2026","31 seconds","122.7 MB","2 hours, 48 minutes and 28 seconds","8 hours","0 seconds","Disabled"
"Sulselbar-Apps","OK","10.10.40.8","vSphere_Replication_OVF10-new","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","DS_BSSB_DRC","Datastore Default","Jun 18, 2026","48 seconds","2.31 GB","3 hours, 21 minutes and 11 seconds","8 hours","0 seconds","Disabled"
